Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2017 03 29 09	0.115	300.24
2017 03 29 10	0.124	311.45
2017 03 29 11	0.138	318.18
2017 03 29 12	0.151	320.0
2017 03 29 13	0.156	320.05
2017 03 29 14	0.148	314.84
2017 03 29 15	0.129	309.8
2017 03 29 16	0.11	299.71
2017 03 29 17	0.096	290.77
2017 03 29 18	0.083	286.42
2017 03 29 19	0.073	294.82
2017 03 29 20	0.069	317.02
2017 03 29 21	0.075	341.9
2017 03 29 22	0.082	358.77
2017 03 29 23	0.098	4.59
2017 03 30 00	0.102	1.96
2017 03 30 01	0.089	350.51
2017 03 30 02	0.067	327.91
2017 03 30 03	0.073	283.82
2017 03 30 04	0.108	261.37
2017 03 30 05	0.148	254.4
2017 03 30 06	0.174	255.19
2017 03 30 07	0.182	262.61
2017 03 30 08	0.181	274.02
2017 03 30 09	0.18	289.99
2017 03 30 10	0.194	308.29
2017 03 30 11	0.219	323.36
2017 03 30 12	0.246	333.65
2017 03 30 13	0.263	340.16
2017 03 30 14	0.261	345.02
2017 03 30 15	0.229	348.3
2017 03 30 16	0.18	352.24
2017 03 30 17	0.126	357.77
2017 03 30 18	0.083	12.12
2017 03 30 19	0.058	41.49
2017 03 30 20	0.057	70.18
2017 03 30 21	0.068	82.86
2017 03 30 22	0.079	89.02
2017 03 30 23	0.081	96.19
2017 03 31 00	0.078	108.59
2017 03 31 01	0.074	135.38
2017 03 31 02	0.088	168.07
2017 03 31 03	0.122	190.98
2017 03 31 04	0.16	203.49
2017 03 31 05	0.192	212.99
2017 03 31 06	0.206	221.1
2017 03 31 07	0.195	231.02
2017 03 31 08	0.169	244.77
2017 03 31 09	0.137	268.64
2017 03 31 10	0.131	313.47
2017 03 31 11	0.181	350.0
2017 03 31 12	0.247	9.14
2017 03 31 13	0.288	22.88
2017 03 31 14	0.295	35.68
2017 03 31 15	0.279	50.7
2017 03 31 16	0.262	68.89
2017 03 31 17	0.254	89.41
2017 03 31 18	0.256	109.64
2017 03 31 19	0.267	125.94
2017 03 31 20	0.278	138.82
2017 03 31 21	0.28	148.1
2017 03 31 22	0.266	155.31
2017 03 31 23	0.237	161.26
2017 04 01 00	0.195	167.48
2017 04 01 01	0.148	175.92
2017 04 01 02	0.111	191.5
2017 04 01 03	0.081	216.36
2017 04 01 04	0.07	248.96
2017 04 01 05	0.077	273.39
2017 04 01 06	0.082	293.27
2017 04 01 07	0.084	315.44
2017 04 01 08	0.091	341.36
2017 04 01 09	0.113	7.35
2017 04 01 10	0.148	26.94
2017 04 01 11	0.207	37.51
2017 04 01 12	0.27	43.91
2017 04 01 13	0.317	52.75
2017 04 01 14	0.341	62.53
2017 04 01 15	0.35	73.46
2017 04 01 16	0.353	85.3
2017 04 01 17	0.358	98.5
2017 04 01 18	0.362	112.38
2017 04 01 19	0.354	125.12
2017 04 01 20	0.329	135.63
2017 04 01 21	0.286	143.84
2017 04 01 22	0.233	150.19
2017 04 01 23	0.172	155.32
2017 04 02 00	0.112	159.79
2017 04 02 01	0.056	158.41
2017 04 02 02	0.015	149.91
2017 04 02 03	0.021	15.47
2017 04 02 04	0.046	12.12
2017 04 02 05	0.057	13.09
2017 04 02 06	0.066	22.09
2017 04 02 07	0.077	34.07
2017 04 02 08	0.091	46.53
2017 04 02 09	0.111	56.91
2017 04 02 10	0.129	62.99
2017 04 02 11	0.143	62.85
2017 04 02 12	0.167	54.8
2017 04 02 13	0.207	51.71
2017 04 02 14	0.249	55.14
2017 04 02 15	0.275	61.61
2017 04 02 16	0.3	69.37
2017 04 02 17	0.314	78.65
2017 04 02 18	0.324	88.45
2017 04 02 19	0.33	98.94
2017 04 02 20	0.323	109.98
2017 04 02 21	0.297	119.54
2017 04 02 22	0.251	128.22
2017 04 02 23	0.189	134.56
2017 04 03 00	0.124	135.6
2017 04 03 01	0.067	123.89
2017 04 03 02	0.043	79.79
2017 04 03 03	0.063	42.37
2017 04 03 04	0.089	33.54
2017 04 03 05	0.107	32.39
2017 04 03 06	0.118	35.6
2017 04 03 07	0.123	39.68
2017 04 03 08	0.125	45.0
2017 04 03 09	0.128	51.03
2017 04 03 10	0.132	53.98
2017 04 03 11	0.139	53.87
2017 04 03 12	0.156	50.8
2017 04 03 13	0.192	48.44
2017 04 03 14	0.248	51.92
2017 04 03 15	0.299	58.99
2017 04 03 16	0.338	66.47
2017 04 03 17	0.356	74.37
2017 04 03 18	0.347	82.75
2017 04 03 19	0.317	91.5
2017 04 03 20	0.276	100.51
2017 04 03 21	0.235	108.95
2017 04 03 22	0.194	116.83
2017 04 03 23	0.152	123.05
2017 04 04 00	0.11	125.48
2017 04 04 01	0.071	118.38
2017 04 04 02	0.048	90.0
2017 04 04 03	0.063	49.48
2017 04 04 04	0.093	37.56
2017 04 04 05	0.117	37.01
2017 04 04 06	0.131	41.26
2017 04 04 07	0.136	47.02
2017 04 04 08	0.124	55.37
2017 04 04 09	0.105	67.23
2017 04 04 10	0.081	75.67
2017 04 04 11	0.055	79.18
2017 04 04 12	0.042	56.48
2017 04 04 13	0.061	28.88
2017 04 04 14	0.103	23.01
2017 04 04 15	0.152	27.03
2017 04 04 16	0.199	36.33
2017 04 04 17	0.234	48.04
2017 04 04 18	0.244	60.74
2017 04 04 19	0.228	72.14
2017 04 04 20	0.201	83.66
2017 04 04 21	0.17	96.29
2017 04 04 22	0.14	107.64
2017 04 04 23	0.109	116.06
2017 04 05 00	0.076	114.19
2017 04 05 01	0.051	104.59
2017 04 05 02	0.04	73.53
2017 04 05 03	0.058	41.56
2017 04 05 04	0.086	35.63
2017 04 05 05	0.117	35.31
2017 04 05 06	0.139	38.97
2017 04 05 07	0.15	44.05
2017 04 05 08	0.144	52.48
2017 04 05 09	0.127	65.38
2017 04 05 10	0.102	81.5
2017 04 05 11	0.073	96.14
2017 04 05 12	0.048	93.29
2017 04 05 13	0.049	73.02
2017 04 05 14	0.071	67.42
2017 04 05 15	0.103	65.77
2017 04 05 16	0.138	65.98
2017 04 05 17	0.171	68.09
2017 04 05 18	0.192	70.71
2017 04 05 19	0.195	75.68
2017 04 05 20	0.18	83.86
2017 04 05 21	0.146	96.93
2017 04 05 22	0.101	116.04
2017 04 05 23	0.06	149.9
2017 04 06 00	0.044	204.75
2017 04 06 01	0.05	243.33
2017 04 06 02	0.056	275.56
2017 04 06 03	0.062	311.56
2017 04 06 04	0.082	341.82
2017 04 06 05	0.103	0.69
2017 04 06 06	0.125	14.43
2017 04 06 07	0.14	22.21
2017 04 06 08	0.14	27.49
2017 04 06 09	0.118	30.9
2017 04 06 10	0.087	31.52
2017 04 06 11	0.052	24.56
2017 04 06 12	0.029	356.08
2017 04 06 13	0.033	330.12
2017 04 06 14	0.05	335.91
2017 04 06 15	0.076	353.38
2017 04 06 16	0.113	9.77
2017 04 06 17	0.151	22.98
2017 04 06 18	0.173	31.99
2017 04 06 19	0.175	38.04
2017 04 06 20	0.156	41.79
2017 04 06 21	0.124	43.18
2017 04 06 22	0.086	45.15
2017 04 06 23	0.051	50.74
2017 04 07 00	0.021	74.44
2017 04 07 01	0.013	150.7
2017 04 07 02	0.016	186.86
2017 04 07 03	0.01	200.98
2017 04 07 04	0.005	352.26
2017 04 07 05	0.018	9.72
2017 04 07 06	0.03	17.07
2017 04 07 07	0.036	16.49
2017 04 07 08	0.028	6.33
2017 04 07 09	0.019	312.83
2017 04 07 10	0.044	261.39
2017 04 07 11	0.085	254.08
2017 04 07 12	0.124	255.46
2017 04 07 13	0.151	262.84
2017 04 07 14	0.164	274.34
2017 04 07 15	0.161	290.48
2017 04 07 16	0.151	308.13
2017 04 07 17	0.142	328.91
2017 04 07 18	0.141	349.26
2017 04 07 19	0.14	4.26
2017 04 07 20	0.131	13.75
2017 04 07 21	0.11	19.1
2017 04 07 22	0.08	23.03
2017 04 07 23	0.039	26.67
2017 04 08 00	0.008	211.66
2017 04 08 01	0.053	214.54
2017 04 08 02	0.089	221.05
2017 04 08 03	0.112	228.31
2017 04 08 04	0.125	236.73
2017 04 08 05	0.133	246.14
2017 04 08 06	0.135	257.18
2017 04 08 07	0.137	269.94
2017 04 08 08	0.139	281.52
2017 04 08 09	0.14	289.44
2017 04 08 10	0.144	293.03
2017 04 08 11	0.152	290.68
2017 04 08 12	0.162	286.34
2017 04 08 13	0.177	283.98
2017 04 08 14	0.186	285.86
2017 04 08 15	0.182	293.16
2017 04 08 16	0.168	301.1
2017 04 08 17	0.147	308.61
2017 04 08 18	0.125	315.87
2017 04 08 19	0.105	317.55
2017 04 08 20	0.094	313.94
2017 04 08 21	0.095	307.14
2017 04 08 22	0.104	301.07
2017 04 08 23	0.117	294.06
2017 04 09 00	0.133	286.08
2017 04 09 01	0.152	279.43
2017 04 09 02	0.172	274.64
2017 04 09 03	0.185	274.62
2017 04 09 04	0.191	277.17
2017 04 09 05	0.191	280.8
2017 04 09 06	0.185	286.54
2017 04 09 07	0.18	292.1
2017 04 09 08	0.172	296.49
2017 04 09 09	0.162	299.77
2017 04 09 10	0.157	299.54
2017 04 09 11	0.156	294.49
2017 04 09 12	0.163	287.35
2017 04 09 13	0.177	282.94
2017 04 09 14	0.188	281.54
2017 04 09 15	0.189	281.18
2017 04 09 16	0.188	277.59
2017 04 09 17	0.193	276.53
2017 04 09 18	0.2	278.62
2017 04 09 19	0.207	283.38
2017 04 09 20	0.212	289.53
2017 04 09 21	0.215	294.99
2017 04 09 22	0.212	299.28
2017 04 09 23	0.201	300.29
2017 04 10 00	0.188	295.65
2017 04 10 01	0.179	286.42
2017 04 10 02	0.183	274.94
2017 04 10 03	0.199	265.38
2017 04 10 04	0.217	259.95
2017 04 10 05	0.236	258.06
2017 04 10 06	0.249	259.41
2017 04 10 07	0.257	263.79
2017 04 10 08	0.266	269.15
2017 04 10 09	0.273	275.02
2017 04 10 10	0.281	281.01
2017 04 10 11	0.292	285.17
2017 04 10 12	0.299	288.35
2017 04 10 13	0.302	289.77
2017 04 10 14	0.299	290.15
2017 04 10 15	0.292	290.71
2017 04 10 16	0.269	290.35
2017 04 10 17	0.243	289.44
2017 04 10 18	0.223	287.16
2017 04 10 19	0.217	284.14
2017 04 10 20	0.226	282.77
2017 04 10 21	0.241	284.89
2017 04 10 22	0.246	290.66
2017 04 10 23	0.24	295.79
2017 04 11 00	0.223	297.28
2017 04 11 01	0.199	291.36
2017 04 11 02	0.187	282.84
2017 04 11 03	0.19	273.54
2017 04 11 04	0.2	265.93
2017 04 11 05	0.212	261.85
2017 04 11 06	0.224	261.01
2017 04 11 07	0.228	263.45
2017 04 11 08	0.23	266.78
2017 04 11 09	0.232	271.0
2017 04 11 10	0.242	276.87
2017 04 11 11	0.259	282.19
2017 04 11 12	0.276	288.29
2017 04 11 13	0.29	294.05
2017 04 11 14	0.288	299.78
2017 04 11 15	0.262	303.95
2017 04 11 16	0.221	304.58
2017 04 11 17	0.174	303.77
2017 04 11 18	0.128	301.51
2017 04 11 19	0.09	297.75
2017 04 11 20	0.063	292.61
2017 04 11 21	0.047	281.26
2017 04 11 22	0.046	265.38
2017 04 11 23	0.06	250.78
2017 04 12 00	0.087	247.32
2017 04 12 01	0.121	243.03
2017 04 12 02	0.162	241.99
2017 04 12 03	0.202	243.36
2017 04 12 04	0.234	245.86
2017 04 12 05	0.249	249.92
2017 04 12 06	0.257	254.98
2017 04 12 07	0.258	262.1
2017 04 12 08	0.255	270.64
2017 04 12 09	0.259	279.59
2017 04 12 10	0.272	290.68
2017 04 12 11	0.288	301.68
2017 04 12 12	0.303	312.03
2017 04 12 13	0.309	320.66
2017 04 12 14	0.299	328.04
2017 04 12 15	0.257	334.0
2017 04 12 16	0.189	336.81
2017 04 12 17	0.117	337.73
2017 04 12 18	0.045	335.42
2017 04 12 19	0.026	206.25
2017 04 12 20	0.076	188.07
2017 04 12 21	0.112	190.62
2017 04 12 22	0.138	198.8
2017 04 12 23	0.159	208.87
2017 04 13 00	0.182	220.67
2017 04 13 01	0.214	230.39
2017 04 13 02	0.257	237.42
2017 04 13 03	0.298	244.56
2017 04 13 04	0.331	251.65
2017 04 13 05	0.354	258.71
2017 04 13 06	0.362	266.79
2017 04 13 07	0.358	276.22
2017 04 13 08	0.345	287.34
2017 04 13 09	0.331	299.62
2017 04 13 10	0.324	311.96
2017 04 13 11	0.312	323.64
2017 04 13 12	0.288	334.26
2017 04 13 13	0.249	343.79
2017 04 13 14	0.192	355.81
2017 04 13 15	0.122	16.43
2017 04 13 16	0.059	67.09
2017 04 13 17	0.073	143.85
2017 04 13 18	0.121	167.86
2017 04 13 19	0.173	178.87
2017 04 13 20	0.223	189.94
2017 04 13 21	0.254	202.74
2017 04 13 22	0.263	212.92
2017 04 13 23	0.26	222.69
2017 04 14 00	0.255	232.86
2017 04 14 01	0.251	244.08
2017 04 14 02	0.253	254.71
2017 04 14 03	0.259	264.67
2017 04 14 04	0.265	273.37
2017 04 14 05	0.264	280.49
2017 04 14 06	0.251	288.52
2017 04 14 07	0.225	298.81
2017 04 14 08	0.192	312.87
2017 04 14 09	0.161	332.98
2017 04 14 10	0.149	0.13
2017 04 14 11	0.163	25.33
2017 04 14 12	0.188	42.58
2017 04 14 13	0.2	58.1
2017 04 14 14	0.199	73.35
2017 04 14 15	0.187	90.22
2017 04 14 16	0.176	110.06
2017 04 14 17	0.173	130.45
2017 04 14 18	0.178	149.5
2017 04 14 19	0.196	165.58
2017 04 14 20	0.213	180.58
2017 04 14 21	0.212	195.3
2017 04 14 22	0.195	210.38
2017 04 14 23	0.174	227.56
2017 04 15 00	0.157	245.75
2017 04 15 01	0.151	263.33
2017 04 15 02	0.153	277.25
2017 04 15 03	0.16	287.13
2017 04 15 04	0.165	292.67
2017 04 15 05	0.172	293.8
2017 04 15 06	0.178	293.14
2017 04 15 07	0.186	293.78
2017 04 15 08	0.191	295.31
2017 04 15 09	0.19	299.43
2017 04 15 10	0.181	308.39
2017 04 15 11	0.175	327.17
2017 04 15 12	0.182	350.42
2017 04 15 13	0.19	13.86
2017 04 15 14	0.202	35.45
2017 04 15 15	0.206	54.67
2017 04 15 16	0.199	73.53
2017 04 15 17	0.185	93.23
2017 04 15 18	0.175	115.38
2017 04 15 19	0.173	136.73
2017 04 15 20	0.178	155.97
2017 04 15 21	0.181	171.91
2017 04 15 22	0.179	187.55
2017 04 15 23	0.175	204.79
2017 04 16 00	0.168	225.11
2017 04 16 01	0.16	246.31
2017 04 16 02	0.158	267.33
2017 04 16 03	0.165	286.7
2017 04 16 04	0.175	301.72
2017 04 16 05	0.181	311.6
2017 04 16 06	0.18	318.45
2017 04 16 07	0.171	320.69
2017 04 16 08	0.16	321.06
2017 04 16 09	0.149	321.22
2017 04 16 10	0.151	321.17
2017 04 16 11	0.162	326.09
2017 04 16 12	0.173	337.1
2017 04 16 13	0.184	353.29
2017 04 16 14	0.195	13.66
2017 04 16 15	0.207	32.95
2017 04 16 16	0.209	48.95
2017 04 16 17	0.2	62.73
2017 04 16 18	0.178	76.82
2017 04 16 19	0.147	93.19
2017 04 16 20	0.121	109.73
2017 04 16 21	0.099	125.66
2017 04 16 22	0.077	137.06
2017 04 16 23	0.054	148.06
2017 04 17 00	0.035	156.93
2017 04 17 01	0.016	168.82
2017 04 17 02	0.005	323.13
2017 04 17 03	0.026	350.91
2017 04 17 04	0.044	10.21
2017 04 17 05	0.057	26.77
2017 04 17 06	0.058	42.21
2017 04 17 07	0.055	55.4
2017 04 17 08	0.045	69.13
2017 04 17 09	0.031	78.98
2017 04 17 10	0.018	55.59
2017 04 17 11	0.028	14.24
2017 04 17 12	0.047	15.93
2017 04 17 13	0.074	22.49
2017 04 17 14	0.108	31.36
2017 04 17 15	0.149	42.51
2017 04 17 16	0.179	53.63
2017 04 17 17	0.203	62.87
2017 04 17 18	0.213	73.25
2017 04 17 19	0.205	86.6
2017 04 17 20	0.195	103.22
2017 04 17 21	0.191	121.06
2017 04 17 22	0.191	139.77
2017 04 17 23	0.185	158.29
2017 04 18 00	0.178	176.16
2017 04 18 01	0.173	193.24
2017 04 18 02	0.165	210.31
2017 04 18 03	0.152	229.04
2017 04 18 04	0.142	250.89
2017 04 18 05	0.137	274.62
2017 04 18 06	0.138	296.04
2017 04 18 07	0.14	312.43
2017 04 18 08	0.133	323.86
2017 04 18 09	0.121	333.77
2017 04 18 10	0.112	343.75
2017 04 18 11	0.109	354.07
2017 04 18 12	0.117	7.67
2017 04 18 13	0.141	20.17
2017 04 18 14	0.17	33.6
2017 04 18 15	0.199	46.51
2017 04 18 16	0.211	60.24
2017 04 18 17	0.215	74.42
2017 04 18 18	0.213	90.57
2017 04 18 19	0.198	110.66
2017 04 18 20	0.172	134.11
2017 04 18 21	0.151	162.34
2017 04 18 22	0.137	191.39
2017 04 18 23	0.133	220.21
2017 04 19 00	0.136	243.89
2017 04 19 01	0.139	267.15
2017 04 19 02	0.154	286.62
2017 04 19 03	0.171	304.16
2017 04 19 04	0.184	318.42
2017 04 19 05	0.182	330.98
2017 04 19 06	0.163	342.93
2017 04 19 07	0.139	355.99
2017 04 19 08	0.108	7.59
2017 04 19 09	0.071	17.3
2017 04 19 10	0.038	21.44
2017 04 19 11	0.008	293.57
2017 04 19 12	0.045	245.71
2017 04 19 13	0.088	250.43
2017 04 19 14	0.129	257.38
2017 04 19 15	0.17	264.2
2017 04 19 16	0.203	270.81
2017 04 19 17	0.226	278.12
2017 04 19 18	0.237	284.68
2017 04 19 19	0.238	290.17
2017 04 19 20	0.236	292.15
2017 04 19 21	0.235	290.36
2017 04 19 22	0.241	285.12
2017 04 19 23	0.259	279.1
2017 04 20 00	0.282	273.68
2017 04 20 01	0.307	270.98
2017 04 20 02	0.33	270.41
2017 04 20 03	0.35	271.51
2017 04 20 04	0.365	273.32
2017 04 20 05	0.373	275.83
2017 04 20 06	0.375	277.94
2017 04 20 07	0.373	280.12
2017 04 20 08	0.365	280.31
2017 04 20 09	0.36	279.65
2017 04 20 10	0.358	278.89
2017 04 20 11	0.361	277.71
2017 04 20 12	0.363	277.21
2017 04 20 13	0.362	277.72
2017 04 20 14	0.353	279.22
2017 04 20 15	0.334	280.31
2017 04 20 16	0.307	276.18
2017 04 20 17	0.303	271.2
2017 04 20 18	0.312	270.63
2017 04 20 19	0.318	272.06
2017 04 20 20	0.323	272.73
2017 04 20 21	0.334	272.29
2017 04 20 22	0.348	271.7
2017 04 20 23	0.369	270.97
2017 04 21 00	0.388	271.64
2017 04 21 01	0.405	272.82
2017 04 21 02	0.416	274.66
2017 04 21 03	0.419	277.08
2017 04 21 04	0.413	279.0
2017 04 21 05	0.397	280.54
2017 04 21 06	0.374	281.02
2017 04 21 07	0.346	280.57
2017 04 21 08	0.323	278.12
2017 04 21 09	0.308	273.29
2017 04 21 10	0.305	267.9
2017 04 21 11	0.314	262.3
2017 04 21 12	0.326	258.7
2017 04 21 13	0.334	257.56
2017 04 21 14	0.337	258.91
2017 04 21 15	0.332	262.22
2017 04 21 16	0.319	266.41
2017 04 21 17	0.308	270.54
2017 04 21 18	0.296	274.63
2017 04 21 19	0.284	277.62
2017 04 21 20	0.274	279.13
2017 04 21 21	0.268	278.21
2017 04 21 22	0.269	275.61
2017 04 21 23	0.279	271.5
2017 04 22 00	0.297	267.95
2017 04 22 01	0.318	265.94
2017 04 22 02	0.341	265.37
2017 04 22 03	0.356	266.71
2017 04 22 04	0.362	269.46
2017 04 22 05	0.361	272.79
2017 04 22 06	0.356	276.22
2017 04 22 07	0.347	279.37
2017 04 22 08	0.34	281.11
2017 04 22 09	0.334	280.94
2017 04 22 10	0.343	279.47
2017 04 22 11	0.367	276.95
2017 04 22 12	0.4	275.34
2017 04 22 13	0.436	275.81
2017 04 22 14	0.46	278.75
2017 04 22 15	0.453	283.51
2017 04 22 16	0.436	289.0
2017 04 22 17	0.412	293.77
2017 04 22 18	0.38	296.44
2017 04 22 19	0.344	297.76
2017 04 22 20	0.309	295.9
2017 04 22 21	0.285	289.99
2017 04 22 22	0.273	280.89
2017 04 22 23	0.28	270.55
2017 04 23 00	0.306	263.78
2017 04 23 01	0.336	259.69
2017 04 23 02	0.364	257.13
2017 04 23 03	0.382	257.01
2017 04 23 04	0.39	258.78
2017 04 23 05	0.389	261.73
2017 04 23 06	0.383	264.48
2017 04 23 07	0.381	267.6
2017 04 23 08	0.382	270.59
2017 04 23 09	0.385	273.09
2017 04 23 10	0.39	275.67
2017 04 23 11	0.397	277.44
2017 04 23 12	0.4	279.39
2017 04 23 13	0.395	281.13
2017 04 23 14	0.371	282.51
2017 04 23 15	0.326	283.79
2017 04 23 16	0.272	284.92
2017 04 23 17	0.215	285.77
2017 04 23 18	0.16	283.6
2017 04 23 19	0.12	270.44
2017 04 23 20	0.12	247.44
2017 04 23 21	0.153	234.97
2017 04 23 22	0.198	230.98
2017 04 23 23	0.258	232.51
2017 04 24 00	0.326	237.17
2017 04 24 01	0.396	243.91
2017 04 24 02	0.46	251.4
2017 04 24 03	0.501	259.34
2017 04 24 04	0.511	266.89
2017 04 24 05	0.497	273.65
2017 04 24 06	0.47	279.79
2017 04 24 07	0.432	286.14
2017 04 24 08	0.386	291.93
2017 04 24 09	0.339	296.5
2017 04 24 10	0.291	300.61
2017 04 24 11	0.243	300.98
2017 04 24 12	0.199	295.78
2017 04 24 13	0.165	283.44
2017 04 24 14	0.154	265.39
2017 04 24 15	0.164	249.15
2017 04 24 16	0.188	239.28
2017 04 24 17	0.217	235.44
2017 04 24 18	0.243	235.96
2017 04 24 19	0.271	238.61
2017 04 24 20	0.295	243.15
2017 04 24 21	0.313	248.22
2017 04 24 22	0.331	252.34
2017 04 24 23	0.349	255.51
2017 04 25 00	0.371	257.8
2017 04 25 01	0.39	259.73
2017 04 25 02	0.404	261.36
2017 04 25 03	0.407	264.09
2017 04 25 04	0.396	267.83
2017 04 25 05	0.372	272.61
2017 04 25 06	0.337	277.32
2017 04 25 07	0.291	282.9
2017 04 25 08	0.233	290.08
2017 04 25 09	0.176	298.85
2017 04 25 10	0.126	308.95
2017 04 25 11	0.08	309.45
2017 04 25 12	0.049	276.09
2017 04 25 13	0.069	234.9
2017 04 25 14	0.111	224.88
2017 04 25 15	0.149	223.23
2017 04 25 16	0.178	221.41
2017 04 25 17	0.2	220.14
2017 04 25 18	0.214	220.09
2017 04 25 19	0.225	221.43
2017 04 25 20	0.244	223.41
2017 04 25 21	0.269	227.35
2017 04 25 22	0.294	232.27
2017 04 25 23	0.318	237.77
2017 04 26 00	0.347	243.3
2017 04 26 01	0.377	248.97
2017 04 26 02	0.402	254.61
2017 04 26 03	0.417	260.72
2017 04 26 04	0.417	267.71
2017 04 26 05	0.401	275.03
2017 04 26 06	0.375	283.11
2017 04 26 07	0.344	292.59
2017 04 26 08	0.316	302.39
2017 04 26 09	0.29	312.55
2017 04 26 10	0.271	324.81
2017 04 26 11	0.267	336.75
2017 04 26 12	0.258	349.57
2017 04 26 13	0.218	4.35
2017 04 26 14	0.147	23.24
2017 04 26 15	0.075	54.39
2017 04 26 16	0.062	111.38
2017 04 26 17	0.091	137.72
2017 04 26 18	0.117	146.06
2017 04 26 19	0.138	150.32
2017 04 26 20	0.157	156.53
2017 04 26 21	0.169	163.97
2017 04 26 22	0.171	173.41
2017 04 26 23	0.171	185.79
2017 04 27 00	0.183	202.18
2017 04 27 01	0.211	219.26
2017 04 27 02	0.25	233.88
2017 04 27 03	0.291	245.95
2017 04 27 04	0.328	256.28
2017 04 27 05	0.35	267.89
2017 04 27 06	0.365	280.93
2017 04 27 07	0.379	296.22
2017 04 27 08	0.408	312.84
2017 04 27 09	0.455	327.48
2017 04 27 10	0.508	338.7
2017 04 27 11	0.542	347.07
2017 04 27 12	0.54	354.02
2017 04 27 13	0.495	1.94
2017 04 27 14	0.405	13.02
2017 04 27 15	0.28	30.25
2017 04 27 16	0.18	50.26
2017 04 27 17	0.122	88.4
2017 04 27 18	0.135	132.13
2017 04 27 19	0.17	158.37
2017 04 27 20	0.2	176.19
2017 04 27 21	0.219	192.95
2017 04 27 22	0.23	212.49
2017 04 27 23	0.246	233.53
2017 04 28 00	0.277	253.81
2017 04 28 01	0.314	269.46
2017 04 28 02	0.349	280.95
2017 04 28 03	0.371	291.15
2017 04 28 04	0.381	300.01
2017 04 28 05	0.374	309.5
2017 04 28 06	0.357	321.75
2017 04 28 07	0.355	337.04
2017 04 28 08	0.368	356.95
2017 04 28 09	0.39	17.91
2017 04 28 10	0.401	34.17
2017 04 28 11	0.373	48.13
2017 04 28 12	0.305	63.24
2017 04 28 13	0.239	79.14
2017 04 28 14	0.188	98.06
2017 04 28 15	0.172	125.34
2017 04 28 16	0.186	157.96
2017 04 28 17	0.225	186.21
2017 04 28 18	0.262	209.64
2017 04 28 19	0.287	230.93
2017 04 28 20	0.297	252.47
2017 04 28 21	0.3	275.13
2017 04 28 22	0.298	298.79
2017 04 28 23	0.293	322.77
2017 05 02 00	0.208	214.82
2017 05 02 01	0.226	225.05
2017 05 02 02	0.239	234.76
2017 05 02 03	0.244	245.25
2017 05 02 04	0.243	255.65
2017 05 02 05	0.243	264.94
2017 05 02 06	0.24	272.91
2017 05 02 07	0.236	278.73
2017 05 02 08	0.23	282.46
2017 05 02 09	0.222	285.57
2017 05 02 10	0.213	288.53
2017 05 02 11	0.203	292.78
2017 05 02 12	0.191	299.19
2017 05 02 13	0.178	308.11
2017 05 02 14	0.165	321.04
2017 05 02 15	0.153	338.13
2017 05 02 16	0.15	355.26
2017 05 02 17	0.142	9.76
2017 05 02 18	0.112	25.79
2017 05 02 19	0.058	60.93
2017 05 02 20	0.055	145.69
2017 05 02 21	0.1	180.96
2017 05 02 22	0.136	199.03
2017 05 02 23	0.158	214.65
2017 05 03 00	0.169	230.42
2017 05 03 01	0.18	246.07
2017 05 03 02	0.185	261.6
2017 05 03 03	0.192	277.1
2017 05 03 04	0.194	292.26
2017 05 03 05	0.189	305.59
2017 05 03 06	0.176	316.04
2017 05 03 07	0.157	320.9
2017 05 03 08	0.135	316.42
2017 05 03 09	0.121	303.26
2017 05 03 10	0.123	289.38
2017 05 03 11	0.135	282.48
2017 05 03 12	0.148	283.81
2017 05 03 13	0.161	290.81
2017 05 03 14	0.175	303.18
2017 05 03 15	0.193	317.24
2017 05 03 16	0.203	330.39
2017 05 03 17	0.193	340.81
2017 05 03 18	0.17	347.91
2017 05 03 19	0.135	350.38
2017 05 03 20	0.096	344.62
2017 05 03 21	0.069	329.45
2017 05 03 22	0.06	308.09
2017 05 03 23	0.065	294.23
2017 05 04 00	0.074	288.7
2017 05 04 01	0.086	288.23
2017 05 04 02	0.096	291.79
2017 05 04 03	0.104	297.23
2017 05 04 04	0.113	300.49
2017 05 04 05	0.121	303.79
2017 05 04 06	0.13	305.12
2017 05 04 07	0.137	303.02
2017 05 04 08	0.142	299.44
2017 05 04 09	0.148	293.9
2017 05 04 10	0.155	290.12
2017 05 04 11	0.16	289.42
2017 05 04 12	0.16	291.34
2017 05 04 13	0.147	299.37
2017 05 04 14	0.123	312.65
2017 05 04 15	0.094	332.81
2017 05 04 16	0.068	357.53
2017 05 04 17	0.045	29.3
2017 05 04 18	0.027	85.11
2017 05 04 19	0.036	178.11
2017 05 04 20	0.075	214.71
2017 05 04 21	0.118	232.55
2017 05 04 22	0.158	243.8
2017 05 04 23	0.191	253.34
2017 05 05 00	0.222	261.82
2017 05 05 01	0.242	270.1
2017 05 05 02	0.253	278.05
2017 05 05 03	0.249	286.86
2017 05 05 04	0.234	295.89
2017 05 05 05	0.209	304.54
2017 05 05 06	0.174	314.16
2017 05 05 07	0.138	324.9
2017 05 05 08	0.098	335.13
2017 05 05 09	0.054	346.03
2017 05 05 10	0.008	19.32
2017 05 05 11	0.035	170.26
